0	0
0.4422110553	-0.00475083
0.8844221106	-0.0033593441
1.3266331658	-0.002742893
1.7688442211	-0.002375415
2.2110552764	-0.0021246358
2.6532663317	-0.0019395182
3.0954773869	-0.0017956449
3.5376884422	-0.001679672
3.9798994975	-0.00158361
4.4221105528	-0.0015023443
4.864321608	-0.0014324291
5.3065326633	-0.0013714465
5.7487437186	-0.0013176432
6.1909547739	-0.0012697127
6.6331658291	-0.001226659
7.0753768844	-0.0011877075
7.5175879397	-0.0011522455
7.959798995	-0.0011197814
8.4020100503	-0.0010899151
8.8442211055	-0.0010623179
9.2864321608	-0.0010367161
9.7286432161	-0.0010128804
10.1708542714	-0.0009906165
10.6130653266	-0.0009697591
11.0552763819	-0.000950166
11.4974874372	-0.0009317144
11.9396984925	-0.0009142977
12.3819095477	-0.0008978225
12.824120603	-0.000882207
13.2663316583	-0.0008673789
13.7085427136	-0.0008532743
14.1507537688	-0.000839836
14.5929648241	-0.0008270133
15.0351758794	-0.0008147606
15.4773869347	-0.0008030368
15.9195979899	-0.000791805
16.3618090452	-0.0007810316
16.8040201005	-0.0007706864
17.2462311558	-0.0007607416
17.6884422111	-0.0007511722
18.1306532663	-0.000741955
18.5728643216	-0.000733069
19.0150753769	-0.0007244948
19.4572864322	-0.0007162146
19.8994974874	-0.0007082119
20.3417085427	-0.0007004717
20.783919598	-0.0006929798
21.2261306533	-0.0006857232
21.6683417085	-0.00067869
22.1105527638	-0.0006718688
22.5527638191	-0.0006652493
22.9949748744	-0.0006588216
23.4371859296	-0.0006525767
23.8793969849	-0.0006465061
24.3216080402	-0.0006406018
24.7638190955	-0.0006348564
25.2060301508	-0.0006292628
25.648241206	-0.0006238145
26.0904522613	-0.0006185054
26.5326633166	-0.0006133295
26.9748743719	-0.0006082814
27.4170854271	-0.000603356
27.8592964824	-0.0005985483
28.3015075377	-0.0005938537
28.743718593	-0.0005892679
29.1859296482	-0.0005847867
29.6281407035	-0.0005804063
30.0703517588	-0.0005761228
30.5125628141	-0.0005719327
30.9547738693	-0.0005678328
31.3969849246	-0.0005638198
31.8391959799	-0.0005598907
32.2814070352	-0.0005560426
32.7236180905	-0.0005522728
33.1658291457	-0.0005485786
33.608040201	-0.0005449576
34.0502512563	-0.0005414073
34.4924623116	-0.0005379256
34.9346733668	-0.0005345101
35.3768844221	-0.0005311589
35.8190954774	-0.00052787
36.2613065327	-0.0005246414
36.7035175879	-0.0005214713
37.1457286432	-0.000518358
37.5879396985	-0.0005152999
38.0301507538	-0.0005122952
38.472361809	-0.0005093424
38.9145728643	-0.0005064402
39.3567839196	-0.000503587
39.7989949749	-0.0005007814
40.2412060302	-0.0004980223
40.6834170854	-0.0004953083
41.1256281407	-0.0004926381
41.567839196	-0.0004900107
42.0100502513	-0.0004874249
42.4522613065	-0.0004848796
42.8944723618	-0.0004823737
43.3366834171	-0.0004799063
43.7788944724	-0.0004774764
44.2211055276	-0.000475083
44.6633165829	-0.0004727253
45.1055276382	-0.0004704023
45.5477386935	-0.0004681132
45.9899497487	-0.0004658572
