    -4.18982964E-002     0.00000000E+000
    -4.18474446E-002    -5.30789383E-011
    -4.17965927E-002    -5.11775805E-011
    -4.17457409E-002    -4.94829395E-011
    -4.16948891E-002    -4.89824367E-011
    -4.16440373E-002    -4.92188862E-011
    -4.15931855E-002    -4.91668636E-011
    -4.15423337E-002    -4.81940998E-011
    -4.14914818E-002    -4.65667335E-011
    -4.14406300E-002    -4.50883554E-011
    -4.13897782E-002    -4.42762736E-011
    -4.13389264E-002    -4.38772680E-011
    -4.12880746E-002    -4.31396455E-011
    -4.12372228E-002    -4.15413157E-011
    -4.11863710E-002    -3.92408392E-011
    -4.11355191E-002    -3.68353085E-011
    -4.10846673E-002    -3.47136838E-011
    -4.10338155E-002    -3.26492197E-011
    -4.09829637E-002    -3.00309871E-011
    -4.09321119E-002    -2.64698870E-011
    -4.08812601E-002    -2.21597939E-011
    -4.08304082E-002    -1.76617667E-011
    -4.07795564E-002    -1.33370296E-011
    -4.07287046E-002    -9.02107320E-012
    -4.06778528E-002    -4.24828923E-012
    -4.06270010E-002     1.23042770E-012
    -4.05761492E-002     7.15474804E-012
    -4.05252973E-002     1.29955206E-011
    -4.04744455E-002     1.84595697E-011
    -4.04235937E-002     2.37481049E-011
    -4.03727419E-002     2.93334874E-011
    -4.03218901E-002     3.54779209E-011
    -4.02710383E-002     4.20114463E-011
    -4.02201865E-002     4.85718424E-011
    -4.01693346E-002     5.50445194E-011
    -4.01184828E-002     6.17636766E-011
    -4.00676310E-002     6.92442860E-011
    -4.00167792E-002     7.77453612E-011
    -3.99659274E-002     8.70917418E-011
    -3.99150756E-002     9.69123737E-011
    -3.98642237E-002     1.07060790E-010
    -3.98133719E-002     1.17749557E-010
    -3.97625201E-002     1.29294496E-010
    -3.97116683E-002     1.41733265E-010
    -3.96608165E-002     1.54700364E-010
    -3.96099647E-002     1.67723816E-010
    -3.95591129E-002     1.80604073E-010
    -3.95082610E-002     1.93525936E-010
    -3.94574092E-002     2.06804281E-010
    -3.94065574E-002     2.20513052E-010
    -3.93557056E-002     2.34430004E-010
    -3.93048538E-002     2.48302984E-010
    -3.92540020E-002     2.62183115E-010
    -3.92031501E-002     2.76485192E-010
    -3.91522983E-002     2.91670757E-010
    -3.91014465E-002     3.07933725E-010
    -3.90505947E-002     3.25148588E-010
    -3.89997429E-002     3.43143050E-010
    -3.89488911E-002     3.62023555E-010
    -3.88980393E-002     3.82160616E-010
    -3.88471874E-002     4.03922786E-010
    -3.87963356E-002     4.27379476E-010
    -3.87454838E-002     4.52292306E-010
    -3.86946320E-002     4.78433274E-010
    -3.86437802E-002     5.05825959E-010
    -3.85929284E-002     5.34743537E-010
    -3.85420765E-002     5.65409792E-010
    -3.84912247E-002     5.97714806E-010
    -3.84403729E-002     6.31287132E-010
    -3.83895211E-002     6.65751210E-010
    -3.83386693E-002     7.00997967E-010
    -3.82878175E-002     7.37142817E-010
    -3.82369656E-002     7.74216800E-010
    -3.81861138E-002     8.12004918E-010
    -3.81352620E-002     8.50103760E-010
    -3.80844102E-002     8.88264310E-010
    -3.80335584E-002     9.26648054E-010
    -3.79827066E-002     9.65729211E-010
    -3.79318548E-002     1.00608413E-009
    -3.78810029E-002     1.04816768E-009
    -3.78301511E-002     1.09241873E-009
    -3.77792993E-002     1.13953437E-009
    -3.77284475E-002     1.19051349E-009
    -3.76775957E-002     1.24649593E-009
    -3.76267439E-002     1.30829368E-009
    -3.75758920E-002     1.37607925E-009
    -3.75250402E-002     1.44941493E-009
    -3.74741884E-002     1.52736511E-009
    -3.74233366E-002     1.60871060E-009
    -3.73724848E-002     1.69187886E-009
    -3.73216330E-002     1.77489418E-009
    -3.72707812E-002     1.85567055E-009
    -3.72199293E-002     1.93250044E-009
    -3.71690775E-002     2.00484669E-009
    -3.71182257E-002     2.07376096E-009
    -3.70673739E-002     2.14182925E-009
    -3.70165221E-002     2.21284413E-009
    -3.69656703E-002     2.29112050E-009
    -3.69148184E-002     2.38098140E-009
    -3.68639666E-002     2.48603321E-009
    -3.68131148E-002     2.60822886E-009
    -3.67622630E-002     2.74707749E-009
    -3.67114112E-002     2.89901270E-009
    -3.66605594E-002     3.05780432E-009
    -3.66097076E-002     3.21580127E-009
    -3.65588557E-002     3.36569397E-009
    -3.65080039E-002     3.50254955E-009
    -3.64571521E-002     3.62512134E-009
    -3.64063003E-002     3.73666847E-009
    -3.63554485E-002     3.84484280E-009
    -3.63045967E-002     3.96043039E-009
    -3.62537448E-002     4.09533677E-009
    -3.62028930E-002     4.25944996E-009
    -3.61520412E-002     4.45767371E-009
    -3.61011894E-002     4.68794283E-009
    -3.60503376E-002     4.94092381E-009
    -3.59994858E-002     5.20231142E-009
    -3.59486339E-002     5.45648368E-009
    -3.58977821E-002     5.69102887E-009
    -3.58469303E-002     5.90073855E-009
    -3.57960785E-002     6.08955523E-009
    -3.57452267E-002     6.27051071E-009
    -3.56943749E-002     6.46251368E-009
    -3.56435231E-002     6.68505563E-009
    -3.55926712E-002     6.95222343E-009
    -3.55418194E-002     7.26743165E-009
    -3.54909676E-002     7.62193320E-009
    -3.54401158E-002     7.99715435E-009
    -3.53892640E-002     8.37084674E-009
    -3.53384122E-002     8.72520501E-009
    -3.52875603E-002     9.05318767E-009
    -3.52367085E-002     9.36177826E-009
    -3.51858567E-002     9.66982021E-009
    -3.51350049E-002     1.00013459E-008
    -3.50841531E-002     1.03770647E-008
    -3.50333013E-002     1.08060432E-008
    -3.49824495E-002     1.12822666E-008
    -3.49315976E-002     1.17868303E-008
    -3.48807458E-002     1.22955713E-008
    -3.48298940E-002     1.27899650E-008
    -3.47790422E-002     1.32652698E-008
    -3.47281904E-002     1.37335232E-008
    -3.46773386E-002     1.42186556E-008
    -3.46264867E-002     1.47456177E-008
    -3.45756349E-002     1.53294340E-008
    -3.45247831E-002     1.59677468E-008
    -3.44739313E-002     1.66422165E-008
    -3.44230795E-002     1.73275441E-008
    -3.43722277E-002     1.80037465E-008
    -3.43213759E-002     1.86672394E-008
    -3.42705240E-002     1.93331413E-008
    -3.42196722E-002     2.00289151E-008
    -3.41688204E-002     2.07813665E-008
    -3.41179686E-002     2.16026417E-008
    -3.40671168E-002     2.24844937E-008
    -3.40162650E-002     2.34019864E-008
    -3.39654131E-002     2.43269281E-008
    -3.39145613E-002     2.52437725E-008
    -3.38637095E-002     2.61580660E-008
    -3.38128577E-002     2.70950242E-008
    -3.37620059E-002     2.80861038E-008
    -3.37111541E-002     2.91525592E-008
    -3.36603023E-002     3.02953051E-008
    -3.36094504E-002     3.14948108E-008
    -3.35585986E-002     3.27240412E-008
    -3.35077468E-002     3.39639244E-008
    -3.34568950E-002     3.52139159E-008
    -3.34060432E-002     3.64926369E-008
    -3.33551914E-002     3.78260815E-008
    -3.33043395E-002     3.92344464E-008
    -3.32534877E-002     4.07221701E-008
    -3.32026359E-002     4.22775452E-008
    -3.31517841E-002     4.38826986E-008
    -3.31009323E-002     4.55238868E-008
    -3.30500805E-002     4.72003180E-008
    -3.29992286E-002     4.89239755E-008
    -3.29483768E-002     5.07122679E-008
    -3.28975250E-002     5.25807732E-008
    -3.28466732E-002     5.45355210E-008
    -3.27958214E-002     5.65728050E-008
    -3.27449696E-002     5.86825269E-008
    -3.26941178E-002     6.08530626E-008
    -3.26432659E-002     6.30795081E-008
    -3.25924141E-002     6.53665710E-008
    -3.25415623E-002     6.77296803E-008
    -3.24907105E-002     7.01894942E-008
    -3.24398587E-002     7.27600116E-008
    -3.23890069E-002     7.54416184E-008
    -3.23381550E-002     7.82187391E-008
    -3.22873032E-002     8.10715316E-008
    -3.22364514E-002     8.39934576E-008
    -3.21855996E-002     8.69992654E-008
    -3.21347478E-002     9.01207640E-008
    -3.20838960E-002     9.33837655E-008
    -3.20330442E-002     9.67884501E-008
    -3.19821923E-002     1.00310083E-007
    -3.19313405E-002     1.03918977E-007
    -3.18804887E-002     1.07612536E-007
    -3.18296369E-002     1.11423236E-007
    -3.17787851E-002     1.15396602E-007
    -3.17279333E-002     1.19555858E-007
    -3.16770814E-002     1.23878910E-007
    -3.16262296E-002     1.28320898E-007
    -3.15753778E-002     1.32857511E-007
    -3.15245260E-002     1.37514049E-007
    -3.14736742E-002     1.42352507E-007
    -3.14228224E-002     1.47416636E-007
    -3.13719706E-002     1.52695721E-007
    -3.13211187E-002     1.58135634E-007
    -3.12702669E-002     1.63693470E-007
    -3.12194151E-002     1.69388905E-007
    -3.11685633E-002     1.75290245E-007
    -3.11177115E-002     1.81456819E-007
    -3.10668597E-002     1.87885032E-007
    -3.10160078E-002     1.94514940E-007
    -3.09651560E-002     2.01299883E-007
    -3.09143042E-002     2.08257397E-007
    -3.08634524E-002     2.15460496E-007
    -3.08126006E-002     2.22969446E-007
    -3.07617488E-002     2.30774637E-007
    -3.07108969E-002     2.38820499E-007
    -3.06600451E-002     2.47070754E-007
    -3.06091933E-002     2.55556853E-007
    -3.05583415E-002     2.64350640E-007
    -3.05074897E-002     2.73489590E-007
    -3.04566379E-002     2.82951195E-007
    -3.04057861E-002     2.92688405E-007
    -3.03549342E-002     3.02696551E-007
    -3.03040824E-002     3.13029361E-007
    -3.02532306E-002     3.23740489E-007
    -3.02023788E-002     3.34837049E-007
    -3.01515270E-002     3.46282532E-007
    -3.01006752E-002     3.58055983E-007
    -3.00498233E-002     3.70192775E-007
    -2.99989715E-002     3.82747715E-007
    -2.99481197E-002     3.95747554E-007
    -2.98972679E-002     4.09172284E-007
    -2.98464161E-002     4.22997114E-007
    -2.97955643E-002     4.37242316E-007
    -2.97447125E-002     4.51954078E-007
    -2.96938606E-002     4.67167859E-007
    -2.96430088E-002     4.82881678E-007
