-0.035 0
-0.03497 -7.49513e-10
-0.03494 -1.57024e-09
-0.0349101 -2.47047e-09
-0.0348801 -3.46958e-09
-0.0348501 -4.58451e-09
-0.0348201 -5.82444e-09
-0.0347901 -7.19379e-09
-0.0347602 -8.69592e-09
-0.0347302 -1.03368e-08
-0.0347002 -1.21271e-08
-0.0346702 -1.40807e-08
-0.0346402 -1.62129e-08
-0.0346103 -1.85372e-08
-0.0345803 -2.10644e-08
-0.0345503 -2.38028e-08
-0.0345203 -2.67598e-08
-0.0344904 -2.99437e-08
-0.0344604 -3.33646e-08
-0.0344304 -3.70334e-08
-0.0344004 -4.09613e-08
-0.0343704 -4.51586e-08
-0.0343405 -4.96339e-08
-0.0343105 -5.43947e-08
-0.0342805 -5.94474e-08
-0.0342505 -6.4798e-08
-0.0342205 -7.04519e-08
-0.0341906 -7.64134e-08
-0.0341606 -8.26854e-08
-0.0341306 -8.92688e-08
-0.0341006 -9.61628e-08
-0.0340706 -1.03365e-07
-0.0340407 -1.10874e-07
-0.0340107 -1.18684e-07
-0.0339807 -1.26792e-07
-0.0339507 -1.35192e-07
-0.0339207 -1.43874e-07
-0.0338908 -1.5283e-07
-0.0338608 -1.62047e-07
-0.0338308 -1.71513e-07
-0.0338008 -1.81216e-07
-0.0337709 -1.91142e-07
-0.0337409 -2.01278e-07
-0.0337109 -2.11612e-07
-0.0336809 -2.22129e-07
-0.0336509 -2.32815e-07
-0.033621 -2.43655e-07
-0.033591 -2.54637e-07
-0.033561 -2.65747e-07
-0.033531 -2.76974e-07
-0.033501 -2.8831e-07
-0.0334711 -2.99746e-07
-0.0334411 -3.11275e-07
-0.0334111 -3.22893e-07
-0.0333811 -3.34598e-07
-0.0333511 -3.46388e-07
-0.0333212 -3.58267e-07
-0.0332912 -3.7024e-07
-0.0332612 -3.82316e-07
-0.0332312 -3.94505e-07
-0.0332012 -4.0682e-07
-0.0331713 -4.19276e-07
-0.0331413 -4.31892e-07
-0.0331113 -4.44688e-07
-0.0330813 -4.57687e-07
-0.0330513 -4.70915e-07
-0.0330214 -4.84397e-07
-0.0329914 -4.98162e-07
-0.0329614 -5.12239e-07
-0.0329314 -5.26657e-07
-0.0329015 -5.41447e-07
-0.0328715 -5.5664e-07
-0.0328415 -5.72265e-07
-0.0328115 -5.88354e-07
-0.0327815 -6.04933e-07
-0.0327516 -6.2203e-07
-0.0327216 -6.3967e-07
-0.0326916 -6.57877e-07
-0.0326616 -6.76672e-07
-0.0326316 -6.96073e-07
-0.0326017 -7.16096e-07
-0.0325717 -7.36755e-07
-0.0325417 -7.58058e-07
-0.0325117 -7.80015e-07
-0.0324817 -8.02627e-07
-0.0324518 -8.25898e-07
-0.0324218 -8.49824e-07
-0.0323918 -8.74401e-07
-0.0323618 -8.99622e-07
-0.0323318 -9.25478e-07
-0.0323019 -9.51958e-07
-0.0322719 -9.79049e-07
-0.0322419 -1.00674e-06
-0.0322119 -1.03501e-06
-0.032182 -1.06386e-06
-0.032152 -1.09326e-06
-0.032122 -1.1232e-06
-0.032092 -1.15368e-06
-0.032062 -1.18466e-06
-0.0320321 -1.21616e-06
-0.0320021 -1.24816e-06
-0.0319721 -1.28065e-06
-0.0319421 -1.31364e-06
-0.0319121 -1.34712e-06
-0.0318822 -1.38109e-06
-0.0318522 -1.41557e-06
-0.0318222 -1.45057e-06
-0.0317922 -1.48609e-06
-0.0317622 -1.52216e-06
-0.0317323 -1.55879e-06
-0.0317023 -1.596e-06
-0.0316723 -1.63383e-06
-0.0316423 -1.67231e-06
-0.0316123 -1.71145e-06
-0.0315824 -1.75129e-06
-0.0315524 -1.79187e-06
-0.0315224 -1.83322e-06
-0.0314924 -1.87538e-06
-0.0314624 -1.91838e-06
-0.0314325 -1.96226e-06
-0.0314025 -2.00705e-06
-0.0313725 -2.05278e-06
-0.0313425 -2.0995e-06
-0.0313126 -2.14722e-06
-0.0312826 -2.19599e-06
-0.0312526 -2.24583e-06
-0.0312226 -2.29677e-06
-0.0311926 -2.34883e-06
-0.0311627 -2.40204e-06
-0.0311327 -2.45641e-06
-0.0311027 -2.51197e-06
-0.0310727 -2.56873e-06
-0.0310427 -2.62671e-06
-0.0310128 -2.68591e-06
-0.0309828 -2.74636e-06
-0.0309528 -2.80806e-06
-0.0309228 -2.87103e-06
-0.0308928 -2.93526e-06
-0.0308629 -3.00078e-06
-0.0308329 -3.06759e-06
-0.0308029 -3.13569e-06
-0.0307729 -3.20511e-06
-0.0307429 -3.27584e-06
-0.030713 -3.34791e-06
-0.030683 -3.42132e-06
-0.030653 -3.49609e-06
-0.030623 -3.57223e-06
-0.0305931 -3.64976e-06
-0.0305631 -3.72871e-06
-0.0305331 -3.80909e-06
-0.0305031 -3.89093e-06
-0.0304731 -3.97425e-06
-0.0304432 -4.05909e-06
-0.0304132 -4.14547e-06
-0.0303832 -4.23342e-06
-0.0303532 -4.32298e-06
-0.0303232 -4.4142e-06
-0.0302933 -4.50709e-06
-0.0302633 -4.60171e-06
-0.0302333 -4.69809e-06
-0.0302033 -4.79628e-06
-0.0301733 -4.89631e-06
-0.0301434 -4.99824e-06
-0.0301134 -5.1021e-06
-0.0300834 -5.20793e-06
-0.0300534 -5.31579e-06
-0.0300234 -5.42571e-06
-0.0299935 -5.53773e-06
-0.0299635 -5.6519e-06
-0.0299335 -5.76826e-06
-0.0299035 -5.88685e-06
-0.0298735 -6.0077e-06
-0.0298436 -6.13087e-06
-0.0298136 -6.25638e-06
-0.0297836 -6.38427e-06
-0.0297536 -6.51459e-06
-0.0297237 -6.64737e-06
-0.0296937 -6.78265e-06
-0.0296637 -6.92046e-06
-0.0296337 -7.06085e-06
-0.0296037 -7.20385e-06
-0.0295738 -7.3495e-06
-0.0295438 -7.49784e-06
-0.0295138 -7.64891e-06
-0.0294838 -7.80276e-06
-0.0294538 -7.95942e-06
-0.0294239 -8.11894e-06
-0.0293939 -8.28137e-06
-0.0293639 -8.44676e-06
-0.0293339 -8.61515e-06
-0.0293039 -8.7866e-06
-0.029274 -8.96116e-06
-0.029244 -9.13889e-06
-0.029214 -9.31983e-06
-0.029184 -9.50406e-06
-0.029154 -9.69164e-06
-0.0291241 -9.88261e-06
-0.0290941 -1.00771e-05
-0.0290641 -1.0275e-05
-0.0290341 -1.04766e-05
-0.0290042 -1.06819e-05
-0.0289742 -1.08908e-05
-0.0289442 -1.11036e-05
-0.0289142 -1.13203e-05
-0.0288842 -1.15409e-05
-0.0288543 -1.17655e-05
-0.0288243 -1.19942e-05
-0.0287943 -1.22271e-05
-0.0287643 -1.24642e-05
-0.0287343 -1.27056e-05
-0.0287044 -1.29513e-05
-0.0286744 -1.32015e-05
-0.0286444 -1.34563e-05
-0.0286144 -1.37156e-05
-0.0285844 -1.39796e-05
-0.0285545 -1.42483e-05
-0.0285245 -1.45218e-05
-0.0284945 -1.48003e-05
-0.0284645 -1.50836e-05
-0.0284345 -1.53721e-05
-0.0284046 -1.56656e-05
-0.0283746 -1.59644e-05
-0.0283446 -1.62684e-05
-0.0283146 -1.65778e-05
-0.0282846 -1.68927e-05
-0.0282547 -1.72131e-05
-0.0282247 -1.75391e-05
-0.0281947 -1.78708e-05
-0.0281647 -1.82084e-05
-0.0281348 -1.85518e-05
-0.0281048 -1.89013e-05
-0.0280748 -1.92569e-05
-0.0280448 -1.96187e-05
-0.0280148 -1.99868e-05
-0.0279849 -2.03613e-05
-0.0279549 -2.07423e-05
-0.0279249 -2.113e-05
-0.0278949 -2.15245e-05
-0.0278649 -2.19258e-05
-0.027835 -2.23341e-05
-0.027805 -2.27496e-05
-0.027775 -2.31722e-05
-0.027745 -2.36023e-05
-0.027715 -2.40398e-05
-0.0276851 -2.44849e-05
-0.0276551 -2.49378e-05
-0.0276251 -2.53986e-05
-0.0275951 -2.58673e-05
-0.0275651 -2.63442e-05
-0.0275352 -2.68294e-05
-0.0275052 -2.7323e-05
-0.0274752 -2.78251e-05
-0.0274452 -2.83359e-05
-0.0274153 -2.88555e-05
-0.0273853 -2.9384e-05
-0.0273553 -2.99216e-05
-0.0273253 -3.04685e-05
-0.0272953 -3.10248e-05
-0.0272654 -3.15905e-05
-0.0272354 -3.2166e-05
-0.0272054 -3.27512e-05
-0.0271754 -3.33465e-05
-0.0271454 -3.39519e-05
-0.0271155 -3.45675e-05
-0.0270855 -3.51936e-05
-0.0270555 -3.58303e-05
-0.0270255 -3.64778e-05
-0.0269955 -3.71362e-05
-0.0269656 -3.78058e-05
-0.0269356 -3.84866e-05
-0.0269056 -3.91789e-05
-0.0268756 -3.98829e-05
-0.0268456 -4.05987e-05
-0.0268157 -4.13265e-05
-0.0267857 -4.20665e-05
-0.0267557 -4.28189e-05
-0.0267257 -4.35839e-05
-0.0266957 -4.43617e-05
-0.0266658 -4.51525e-05
-0.0266358 -4.59564e-05
-0.0266058 -4.67738e-05
-0.0265758 -4.76048e-05
-0.0265459 -4.84496e-05
-0.0265159 -4.93084e-05
-0.0264859 -5.01815e-05
-0.0264559 -5.1069e-05
-0.0264259 -5.19713e-05
-0.026396 -5.28884e-05
-0.026366 -5.38208e-05
-0.026336 -5.47685e-05
-0.026306 -5.57319e-05
-0.026276 -5.67111e-05
-0.0262461 -5.77064e-05
-0.0262161 -5.87181e-05
-0.0261861 -5.97465e-05
-0.0261561 -6.07916e-05
-0.0261261 -6.1854e-05
-0.0260962 -6.29337e-05
-0.0260662 -6.40311e-05
-0.0260362 -6.51464e-05
-0.0260062 -6.62799e-05
-0.0259762 -6.74319e-05
-0.0259463 -6.86026e-05
-0.0259163 -6.97924e-05
-0.0258863 -7.10016e-05
-0.0258563 -7.22304e-05
-0.0258264 -7.34791e-05
-0.0257964 -7.4748e-05
-0.0257664 -7.60374e-05
-0.0257364 -7.73477e-05
-0.0257064 -7.86792e-05
-0.0256765 -8.00321e-05
-0.0256465 -8.14067e-05
-0.0256165 -8.28035e-05
-0.0255865 -8.42227e-05
-0.0255565 -8.56647e-05
-0.0255266 -8.71298e-05
-0.0254966 -8.86183e-05
-0.0254666 -9.01306e-05
-0.0254366 -9.1667e-05
-0.0254066 -9.3228e-05
-0.0253767 -9.48138e-05
-0.0253467 -9.64248e-05
-0.0253167 -9.80614e-05
-0.0252867 -9.9724e-05
-0.0252567 -0.000101413
-0.0252268 -0.000103129
-0.0251968 -0.000104871
-0.0251668 -0.000106642
-0.0251368 -0.00010844
-0.0251068 -0.000110267
-0.0250769 -0.000112122
-0.0250469 -0.000114006
-0.0250169 -0.000115921
-0.0249869 -0.000117865
-0.024957 -0.000119839
-0.024927 -0.000121845
-0.024897 -0.000123881
-0.024867 -0.00012595
-0.024837 -0.000128051
-0.0248071 -0.000130184
-0.0247771 -0.000132351
-0.0247471 -0.000134551
-0.0247171 -0.000136786
-0.0246871 -0.000139055
-0.0246572 -0.000141359
-0.0246272 -0.000143699
-0.0245972 -0.000146075
-0.0245672 -0.000148488
-0.0245372 -0.000150937
-0.0245073 -0.000153425
-0.0244773 -0.000155951
-0.0244473 -0.000158515
-0.0244173 -0.000161119
-0.0243873 -0.000163763
-0.0243574 -0.000166448
-0.0243274 -0.000169173
-0.0242974 -0.00017194
-0.0242674 -0.000174749
-0.0242375 -0.000177601
-0.0242075 -0.000180496
-0.0241775 -0.000183436
-0.0241475 -0.00018642
-0.0241175 -0.000189449
-0.0240876 -0.000192524
-0.0240576 -0.000195645
-0.0240276 -0.000198814
-0.0239976 -0.00020203
-0.0239676 -0.000205295
-0.0239377 -0.000208609
-0.0239077 -0.000211972
-0.0238777 -0.000215386
-0.0238477 -0.000218852
-0.0238177 -0.000222369
-0.0237878 -0.000225938
-0.0237578 -0.000229561
-0.0237278 -0.000233239
-0.0236978 -0.00023697
-0.0236678 -0.000240758
-0.0236379 -0.000244601
-0.0236079 -0.000248502
-0.0235779 -0.00025246
-0.0235479 -0.000256477
-0.0235179 -0.000260553
-0.023488 -0.00026469
-0.023458 -0.000268887
-0.023428 -0.000273146
-0.023398 -0.000277468
-0.0233681 -0.000281854
-0.0233381 -0.000286303
-0.0233081 -0.000290818
-0.0232781 -0.000295399
-0.0232481 -0.000300046
-0.0232182 -0.000304762
-0.0231882 -0.000309546
-0.0231582 -0.0003144
-0.0231282 -0.000319324
-0.0230982 -0.00032432
-0.0230683 -0.000329388
-0.0230383 -0.00033453
-0.0230083 -0.000339746
-0.0229783 -0.000345038
-0.0229483 -0.000350405
-0.0229184 -0.00035585
-0.0228884 -0.000361374
-0.0228584 -0.000366976
-0.0228284 -0.00037266
-0.0227984 -0.000378424
-0.0227685 -0.000384272
-0.0227385 -0.000390202
-0.0227085 -0.000396218
-0.0226785 -0.000402319
-0.0226486 -0.000408507
-0.0226186 -0.000414784
-0.0225886 -0.000421149
-0.0225586 -0.000427605
-0.0225286 -0.000434152
-0.0224987 -0.000440792
-0.0224687 -0.000447525
-0.0224387 -0.000454354
-0.0224087 -0.000461279
-0.0223787 -0.000468302
-0.0223488 -0.000475423
-0.0223188 -0.000482644
-0.0222888 -0.000489966
-0.0222588 -0.000497391
-0.0222288 -0.000504919
-0.0221989 -0.000512553
-0.0221689 -0.000520293
-0.0221389 -0.000528141
-0.0221089 -0.000536098
-0.0220789 -0.000544166
-0.022049 -0.000552345
-0.022019 -0.000560638
-0.021989 -0.000569045
-0.021959 -0.000577569
-0.021929 -0.00058621
-0.0218991 -0.00059497
-0.0218691 -0.000603851
-0.0218391 -0.000612854
-0.0218091 -0.00062198
-0.0217792 -0.000631231
-0.0217492 -0.000640609
-0.0217192 -0.000650115
-0.0216892 -0.000659751
-0.0216592 -0.000669518
-0.0216293 -0.000679418
-0.0215993 -0.000689453
-0.0215693 -0.000699624
-0.0215393 -0.000709932
-0.0215093 -0.00072038
-0.0214794 -0.00073097
-0.0214494 -0.000741702
-0.0214194 -0.000752579
-0.0213894 -0.000763603
-0.0213594 -0.000774774
-0.0213295 -0.000786096
-0.0212995 -0.000797569
-0.0212695 -0.000809196
-0.0212395 -0.000820979
-0.0212095 -0.000832918
-0.0211796 -0.000845017
-0.0211496 -0.000857277
-0.0211196 -0.0008697
-0.0210896 -0.000882288
-0.0210597 -0.000895042
-0.0210297 -0.000907966
-0.0209997 -0.00092106
-0.0209697 -0.000934327
-0.0209397 -0.000947769
-0.0209098 -0.000961389
-0.0208798 -0.000975187
-0.0208498 -0.000989166
-0.0208198 -0.00100333
-0.0207898 -0.00101768
-0.0207599 -0.00103221
-0.0207299 -0.00104694
-0.0206999 -0.00106185
-0.0206699 -0.00107696
-0.0206399 -0.00109227
-0.02061 -0.00110778
-0.02058 -0.00112349
-0.02055 -0.0011394
-0.02052 -0.00115551
-0.02049 -0.00117184
-0.0204601 -0.00118837
-0.0204301 -0.00120512
-0.0204001 -0.00122208
-0.0203701 -0.00123926
-0.0203401 -0.00125666
-0.0203102 -0.00127428
-0.0202802 -0.00129213
-0.0202502 -0.0013102
-0.0202202 -0.00132851
-0.0201903 -0.00134705
-0.0201603 -0.00136582
-0.0201303 -0.00138483
-0.0201003 -0.00140408
-0.0200703 -0.00142358
-0.0200404 -0.00144332
-0.0200104 -0.00146331
-0.0199804 -0.00148355
-0.0199504 -0.00150405
-0.0199204 -0.0015248
-0.0198905 -0.00154582
-0.0198605 -0.00156709
-0.0198305 -0.00158863
-0.0198005 -0.00161045
-0.0197705 -0.00163253
-0.0197406 -0.00165489
-0.0197106 -0.00167752
-0.0196806 -0.00170044
-0.0196506 -0.00172364
-0.0196206 -0.00174712
-0.0195907 -0.0017709
-0.0195607 -0.00179497
-0.0195307 -0.00181933
-0.0195007 -0.001844
-0.0194708 -0.00186896
-0.0194408 -0.00189424
-0.0194108 -0.00191982
-0.0193808 -0.00194571
-0.0193508 -0.00197192
-0.0193209 -0.00199845
-0.0192909 -0.0020253
-0.0192609 -0.00205248
-0.0192309 -0.00207999
-0.0192009 -0.00210783
-0.019171 -0.00213601
-0.019141 -0.00216452
-0.019111 -0.00219338
-0.019081 -0.00222259
-0.019051 -0.00225215
-0.0190211 -0.00228206
-0.0189911 -0.00231233
-0.0189611 -0.00234296
-0.0189311 -0.00237396
-0.0189011 -0.00240533
-0.0188712 -0.00243707
-0.0188412 -0.00246918
-0.0188112 -0.00250168
-0.0187812 -0.00253456
-0.0187512 -0.00256784
-0.0187213 -0.0026015
-0.0186913 -0.00263556
-0.0186613 -0.00267002
-0.0186313 -0.00270489
-0.0186014 -0.00274016
-0.0185714 -0.00277585
-0.0185414 -0.00281196
-0.0185114 -0.00284849
-0.0184814 -0.00288544
-0.0184515 -0.00292282
-0.0184215 -0.00296064
-0.0183915 -0.00299889
-0.0183615 -0.00303759
-0.0183315 -0.00307674
-0.0183016 -0.00311633
-0.0182716 -0.00315639
-0.0182416 -0.0031969
-0.0182116 -0.00323788
-0.0181816 -0.00327933
-0.0181517 -0.00332126
-0.0181217 -0.00336366
-0.0180917 -0.00340655
-0.0180617 -0.00344992
-0.0180317 -0.00349379
-0.0180018 -0.00353816
-0.0179718 -0.00358303
-0.0179418 -0.00362841
-0.0179118 -0.0036743
-0.0178819 -0.00372071
-0.0178519 -0.00376764
-0.0178219 -0.0038151
-0.0177919 -0.00386309
-0.0177619 -0.00391162
-0.017732 -0.00396069
-0.017702 -0.00401031
-0.017672 -0.00406049
-0.017642 -0.00411122
-0.017612 -0.00416251
-0.0175821 -0.00421438
-0.0175521 -0.00426681
-0.0175221 -0.00431983
-0.0174921 -0.00437344
-0.0174621 -0.00442763
-0.0174322 -0.00448242
-0.0174022 -0.00453781
-0.0173722 -0.00459381
-0.0173422 -0.00465042
-0.0173122 -0.00470765
-0.0172823 -0.00476551
-0.0172523 -0.00482399
-0.0172223 -0.00488311
-0.0171923 -0.00494287
-0.0171623 -0.00500328
-0.0171324 -0.00506434
-0.0171024 -0.00512606
-0.0170724 -0.00518845
-0.0170424 -0.00525151
-0.0170125 -0.00531524
-0.0169825 -0.00537966
-0.0169525 -0.00544476
-0.0169225 -0.00551056
-0.0168925 -0.00557707
-0.0168626 -0.00564428
-0.0168326 -0.0057122
-0.0168026 -0.00578085
-0.0167726 -0.00585022
-0.0167426 -0.00592032
-0.0167127 -0.00599117
-0.0166827 -0.00606276
-0.0166527 -0.0061351
-0.0166227 -0.0062082
-0.0165927 -0.00628207
-0.0165628 -0.00635671
-0.0165328 -0.00643213
-0.0165028 -0.00650834
-0.0164728 -0.00658533
-0.0164428 -0.00666313
-0.0164129 -0.00674173
-0.0163829 -0.00682115
-0.0163529 -0.00690139
-0.0163229 -0.00698245
-0.016293 -0.00706434
-0.016263 -0.00714708
-0.016233 -0.00723067
-0.016203 -0.00731511
-0.016173 -0.00740041
-0.0161431 -0.00748658
-0.0161131 -0.00757363
-0.0160831 -0.00766156
-0.0160531 -0.00775039
-0.0160231 -0.00784011
-0.0159932 -0.00793074
-0.0159632 -0.00802228
-0.0159332 -0.00811474
-0.0159032 -0.00820814
-0.0158732 -0.00830246
