# Ref. Cavity Transverse Wakefield for different offsets. Calculated by Rob Ainsworth with T3P (ACE3P)
# s[m] charge 0.5mm 1.0mm 3.0mm 3.5mm 4.0mm 4.5mm 5.0mm
3.447613267000000214e-03 2.207713268572209820e-15 -2.285056333449894391e-07 -5.075347236805528294e-07 -1.791873320322561095e-06 -2.290164099070834408e-06 -2.934624095321993733e-06 -3.789086121707407415e-06 -4.973849740531672565e-06
3.477592512999999955e-03 2.250725283539259805e-15 -2.342157279432590664e-07 -5.197427282727209616e-07 -1.833224575646979408e-06 -2.343222535779316870e-06 -3.003060087715508474e-06 -3.877988272036836395e-06 -5.089714538844566980e-06
3.507571759000000129e-03 2.294533198204999912e-15 -2.399908327325935228e-07 -5.321051898991215922e-07 -1.875381842605958119e-06 -2.397414523523688252e-06 -3.072978985445610855e-06 -3.968726849777244309e-06 -5.207764789939690300e-06
3.537551003999999874e-03 2.339150879718369947e-15 -2.458291834356863511e-07 -5.446237655503184323e-07 -1.918380806035575981e-06 -2.452776955855161489e-06 -3.144411928035732068e-06 -4.061318169736713393e-06 -5.328026279082975976e-06
3.567530250000000049e-03 2.384592424523989811e-15 -2.517295571909445455e-07 -5.573013126388480666e-07 -1.962257032052549318e-06 -2.509344979529456636e-06 -3.217387621908952100e-06 -4.155777904226600352e-06 -5.450528191278571388e-06
3.597509495999999789e-03 2.430872152760670017e-15 -2.576913326586395727e-07 -5.701419377013425729e-07 -2.007045580219554086e-06 -2.567151710172345917e-06 -3.291932327617396215e-06 -4.252121427318266942e-06 -5.575303202649807443e-06
3.627488741999999964e-03 2.478004617558210038e-15 -2.637145922131940155e-07 -5.831510817557243650e-07 -2.052780709308179246e-06 -2.626228068083855109e-06 -3.368069973993352612e-06 -4.350364187206543579e-06 -5.702387529042027869e-06
3.657467988000000138e-03 2.526004606977809958e-15 -2.698002297209569411e-07 -5.963356047863131719e-07 -2.099495650528621903e-06 -2.686602713204108501e-06 -3.445822379972445574e-06 -4.450522123741607722e-06 -5.831820988053445360e-06
3.687447232999999883e-03 2.574887145826250189e-15 -2.759500199747561938e-07 -6.097038246803662594e-07 -2.147222412253500385e-06 -2.748302049154362153e-06 -3.525209559571718216e-06 -4.552612152675951216e-06 -5.963647140713977905e-06
3.717426479000000058e-03 2.624667505712140006e-15 -2.821666229103898139e-07 -6.232654795604171745e-07 -2.195991571889134555e-06 -2.811350246092330433e-06 -3.606250047581539206e-06 -4.656652672016227539e-06 -6.097913461641954527e-06
3.747405724999999799e-03 2.675361198813359860e-15 -2.884535270871311573e-07 -6.370316096220473322e-07 -2.245832012137115397e-06 -2.875769216023799287e-06 -3.688961142171250190e-06 -4.762663957161942283e-06 -6.234671326712946105e-06
3.777384970999999973e-03 2.726983987965340037e-15 -2.948149746150180977e-07 -6.510144066311640057e-07 -2.296770669468869989e-06 -2.941578603366942635e-06 -3.773359112299376241e-06 -4.870668475574277226e-06 -6.373975799481595265e-06
3.807364217000000148e-03 2.779551888687710191e-15 -3.012559077502667532e-07 -6.652270753078293084e-07 -2.348832342245800142e-06 -3.008795826846780739e-06 -3.859459387654429743e-06 -4.980691107090914215e-06 -6.515885168364295461e-06
3.837343461999999893e-03 2.833081171071890062e-15 -3.077819591775423207e-07 -6.796837392198885019e-07 -2.402039626011948671e-06 -3.077436248255132414e-06 -3.947276821644354032e-06 -5.092759369355553161e-06 -6.660460396958388054e-06
3.867322708000000067e-03 2.887588370692079848e-15 -3.143994743915140409e-07 -6.943993867888776441e-07 -2.456412995343307664e-06 -3.147513498518250738e-06 -4.036826085100329051e-06 -5.206903731383682367e-06 -6.807764685437946496e-06
3.897301953999999808e-03 2.943090281677430095e-15 -3.211155278746922057e-07 -7.093898134097562494e-07 -2.511970962425515639e-06 -3.219039884519674043e-06 -4.128122124678079221e-06 -5.323157949835149869e-06 -6.957863159158409342e-06
3.927281200000000416e-03 2.999603967654689850e-15 -3.279379014418112930e-07 -7.246715268466114094e-07 -2.568730278769303701e-06 -3.292026841714470015e-06 -4.221180665984439460e-06 -5.441559410175829277e-06 -7.110822719248288756e-06
3.957260445999999723e-03 3.057146763860849925e-15 -3.348750042712944097e-07 -7.402615842642652943e-07 -2.626706095071191812e-06 -3.366485317878030830e-06 -4.316018621163392177e-06 -5.562149280339393935e-06 -7.266711807051831192e-06
3.987239691000000336e-03 3.115736279102499832e-15 -3.419357421094643600e-07 -7.561773668393317366e-07 -2.685912065918669933e-06 -3.442426054594566441e-06 -4.412654350398841465e-06 -5.684972391660473201e-06 -7.425599940021897384e-06
4.017218936999999643e-03 3.175390407589519973e-15 -3.491293623278229449e-07 -7.724363239618862236e-07 -2.746360431648690665e-06 -3.519859791083255613e-06 -4.511107798453970285e-06 -5.810076867876214623e-06 -7.587557027529840355e-06
4.047198182999999817e-03 3.236127321241759834e-15 -3.564653048251638010e-07 -7.890557221522145659e-07 -2.808062105064976664e-06 -3.598797418565185185e-06 -4.611400541872631729e-06 -5.937513569922858381e-06 -7.752652570719661227e-06
4.077177428999999992e-03 3.297965481553649966e-15 -3.639530921615342317e-07 -8.060524498358458502e-07 -2.871026870742415883e-06 -3.679250228042047087e-06 -4.713555938501069227e-06 -6.067335644044603525e-06 -7.920955151983317686e-06
4.107156675000000166e-03 3.360923641791779934e-15 -3.716022676258345120e-07 -8.234428903085263199e-07 -2.935263710281847618e-06 -3.761230279489769191e-06 -4.817599424851988800e-06 -6.199598273487287773e-06 -8.092532357852262083e-06
4.137135919999999911e-03 3.425020849024009882e-15 -3.794223679936832047e-07 -8.412428521604945357e-07 -3.000781246063810884e-06 -3.844750891768940602e-06 -4.923558962607591732e-06 -6.334358659433764656e-06 -8.267451133213138601e-06
4.167115166000000086e-03 3.490276456948470101e-15 -3.874228952920043158e-07 -8.594675147121043981e-07 -3.067588229577641361e-06 -3.929827162227713910e-06 -5.031465510148948686e-06 -6.471676078075463918e-06 -8.445778296091880768e-06
4.197094412000000260e-03 3.556710117358290351e-15 -3.956132420386289786e-07 -8.781313255480963105e-07 -3.135693926120731514e-06 -4.016476326346330904e-06 -5.141353266667906767e-06 -6.611611693671713541e-06 -8.627580727872799965e-06
4.227073657999999567e-03 3.624341793000660152e-15 -4.040025569201372097e-07 -8.972478355115797881e-07 -3.205108362135527467e-06 -4.104717914810637882e-06 -5.253259631841007952e-06 -6.754228065479397050e-06 -8.812925127839875652e-06
4.257052903999999742e-03 3.693191759857750278e-15 -4.125995687708504831e-07 -9.168294859564588799e-07 -3.275842417927820054e-06 -4.194573689672003111e-06 -5.367224866189011415e-06 -6.899588351604263740e-06 -9.001877353431996607e-06
4.287032149000000354e-03 3.763280609242359621e-15 -4.214124226359114252e-07 -9.368874159970210552e-07 -3.347907879717087137e-06 -4.286067511380432058e-06 -5.483291658673171494e-06 -7.047755492612197727e-06 -9.194501752930513358e-06
4.317011394999999661e-03 3.834629261700609662e-15 -4.304485803342559601e-07 -9.574313585643257159e-07 -3.421317584167824766e-06 -4.379225313635136814e-06 -5.601504836205494254e-06 -7.198791675693683546e-06 -9.390860908033846823e-06
4.346990640999999836e-03 3.907258957550999957e-15 -4.397147955888759806e-07 -9.784696377297848530e-07 -3.496085672546144382e-06 -4.474075210991581383e-06 -5.721911249957858579e-06 -7.352758103923753266e-06 -9.591015816864901041e-06
4.376969887000000010e-03 3.981191270815910235e-15 -4.492171388453442177e-07 -1.000009245237997127e-06 -3.572227950585039126e-06 -4.570647736088660912e-06 -5.844559831456432592e-06 -7.509715034763252469e-06 -9.795026447983187708e-06
4.406949133000000185e-03 4.056448111583250365e-15 -4.589610143026511725e-07 -1.022055920730837290e-06 -3.649762200430495469e-06 -4.668976014269276138e-06 -5.969501573653829675e-06 -7.669721765502137743e-06 -1.000295221934052438e-05
4.436928377999999930e-03 4.133051728164860315e-15 -4.689511338077176559e-07 -1.044614190661564642e-06 -3.728708358424814142e-06 -4.769095770627352740e-06 -6.096789310667139441e-06 -7.832836422830779209e-06 -1.021485219825542517e-05
4.466907624000000104e-03 4.211024722156420190e-15 -4.791914529625390363e-07 -1.067687369104497170e-06 -3.809088555409968364e-06 -4.871045170396921109e-06 -6.226477310410107601e-06 -7.999115613798854545e-06 -1.043078508627837700e-05
4.496886870000000279e-03 4.290390037960250127e-15 -4.896851007794771985e-07 -1.091277549551209673e-06 -3.890927040398996700e-06 -4.974864523510261709e-06 -6.358620731813013896e-06 -8.168614042535600882e-06 -1.065080910943972578e-05
4.526866115999999586e-03 4.371170977872380026e-15 -5.004343494149718055e-07 -1.115385648901052870e-06 -3.974250120020868047e-06 -5.080596024640310410e-06 -6.493275170575806727e-06 -8.341384398056715451e-06 -1.087498218842459584e-05
4.556845361999999761e-03 4.453391204521769793e-15 -5.114406356435627224e-07 -1.140011512272991447e-06 -4.059086117171188915e-06 -5.188283536891152713e-06 -6.630496304219287957e-06 -8.517477517324172903e-06 -1.110336237864165623e-05
4.586824607000000373e-03 4.537074743086280357e-15 -5.227046240416952302e-07 -1.165154070205920825e-06 -4.145465354909883484e-06 -5.297972431289420547e-06 -6.770339656616409663e-06 -8.696942817275048012e-06 -1.133600857690606961e-05
4.616803852999999680e-03 4.622245997599829608e-15 -5.342262899548670954e-07 -1.190811526771657587e-06 -4.233420151635616837e-06 -5.409709470875009495e-06 -6.912860476941634360e-06 -8.879828947311501619e-06 -1.157298145674641184e-05
4.646783098999999854e-03 4.708929739359829738e-15 -5.460049994465173035e-07 -1.216981546888584710e-06 -4.322984764426861564e-06 -5.523542666959912062e-06 -7.058113647959433668e-06 -9.066184506810247184e-06 -1.181434445198249311e-05
4.676762345000000029e-03 4.797151123259300371e-15 -5.580395893902743785e-07 -1.243661452156490376e-06 -4.414195328069045904e-06 -5.639521169305444305e-06 -7.206153707345426419e-06 -9.256058881828089490e-06 -1.206016484586499218e-05
4.706741591000000204e-03 4.886935690299179910e-15 -5.703284440700739961e-07 -1.270848408771645767e-06 -4.507089730646058526e-06 -5.757695108391351658e-06 -7.357034871470429397e-06 -9.449503000931844439e-06 -1.231051464862265382e-05
4.736720835999999948e-03 4.978309369855929885e-15 -5.828695713517252529e-07 -1.298539604475549310e-06 -4.601707413225575908e-06 -5.878115365186543162e-06 -7.510811014160595414e-06 -9.646569894968683344e-06 -1.256547103715406945e-05
4.766700082000000123e-03 5.071298497332049998e-15 -5.956606812272830374e-07 -1.326732414185109089e-06 -4.698089097520726750e-06 -6.000833262344914313e-06 -7.667535583158756712e-06 -9.847315003453996148e-06 -1.282511624496120059e-05
4.796679328000000297e-03 5.165929801340489985e-15 -6.086992664331464727e-07 -1.355424548167373370e-06 -4.796276426866452836e-06 -6.125900161181468475e-06 -7.827261425344428735e-06 -1.005179618621647323e-05 -1.308953689871454981e-05
4.826658573999999605e-03 5.262230421377730031e-15 -6.219827045208351362e-07 -1.384614221286539673e-06 -4.896311660360405294e-06 -6.253367152160569055e-06 -7.990040756061392717e-06 -1.026007376914410853e-05 -1.335882335870483573e-05
4.856637819999999779e-03 5.360227910403629669e-15 -6.355083814389250694e-07 -1.414300345210802823e-06 -4.998237445812332599e-06 -6.383284873171387816e-06 -8.155925316754116032e-06 -1.047221071769289169e-05 -1.363306934043738846e-05
4.886617065000000391e-03 5.459950237153149949e-15 -6.492738300287843101e-07 -1.444482739907199879e-06 -5.102096697339483198e-06 -6.515703485203294658e-06 -8.324966742838256601e-06 -1.068827298865673140e-05 -1.391237197501093823e-05
4.916596310999999699e-03 5.561425805233390113e-15 -6.632768622331335299e-07 -1.475162335847693350e-06 -5.207932527441446126e-06 -6.650672729242094916e-06 -8.497217011600834900e-06 -1.090832989657095214e-05 -1.419683207370146351e-05
4.946575556999999873e-03 5.664683438968169690e-15 -6.775156657548096336e-07 -1.506341314832513138e-06 -5.315788087698160639e-06 -6.788241863582851415e-06 -8.672728675754175196e-06 -1.113245411308986556e-05 -1.448655398285219611e-05
4.976554803000000048e-03 5.769752402514409619e-15 -6.919888726794497837e-07 -1.538023199039437127e-06 -5.425706349062935019e-06 -6.928459510527801164e-06 -8.851554894228812556e-06 -1.136072132262561724e-05 -1.478164492530127297e-05
5.006534049000000222e-03 5.876662402502780228e-15 -7.066956144069331766e-07 -1.570212899310720389e-06 -5.537729823381694874e-06 -7.071373418498684396e-06 -9.033749265279967145e-06 -1.159320957686327505e-05 -1.508221382908572171e-05
5.036513293999999967e-03 5.985443590384979735e-15 -7.216355940367260255e-07 -1.602916769154986371e-06 -5.651900351345930104e-06 -7.217030314224273314e-06 -9.219365703060042756e-06 -1.182999871243320125e-05 -1.538837017399006550e-05
5.066492540000000142e-03 6.096126583087349683e-15 -7.368091889043245194e-07 -1.636142691733116180e-06 -5.768259056059709921e-06 -7.365475984076526203e-06 -9.408458561627939965e-06 -1.207117013133716645e-05 -1.570022338768822557e-05
5.096471786000000316e-03 6.208742447388839975e-15 -7.522175567613778227e-07 -1.669900165152364029e-06 -5.886846388128456188e-06 -7.516755498530680440e-06 -9.601082913160691919e-06 -1.231680682686088824e-05 -1.601788278109835291e-05
5.126451031999999623e-03 6.323322720590369965e-15 -7.678627207341682043e-07 -1.704200363258223785e-06 -6.007702248458175994e-06 -7.670913551457930822e-06 -9.797294946565749689e-06 -1.256699357570991801e-05 -1.634145797803033477e-05
5.156430277999999798e-03 6.439899413208219687e-15 -7.837476012991972294e-07 -1.739056120799516798e-06 -6.130866042805557438e-06 -7.827994707018650627e-06 -9.997152215253657314e-06 -1.282181690483670858e-05 -1.667105928424971679e-05
5.186409523000000410e-03 6.558505011346369675e-15 -7.998760043563968912e-07 -1.774481851552916674e-06 -6.256376664989083746e-06 -7.988043536628470457e-06 -1.020071370503201156e-05 -1.308136477694878865e-05 -1.700679780350081345e-05
5.216388768999999717e-03 6.679172499024819976e-15 -8.162525990271621477e-07 -1.810493443374744849e-06 -6.384272492609632236e-06 -8.151104741315141067e-06 -1.040803984856624390e-05 -1.334572618564707175e-05 -1.734878540263863744e-05
5.246368014999999892e-03 6.801935340953340272e-15 -8.328829080835059521e-07 -1.847108154183027516e-06 -6.514591415798775093e-06 -8.317223281698021882e-06 -1.061919252583329471e-05 -1.361499077146207740e-05 -1.769713456094206363e-05
5.276347261000000066e-03 6.926827504871049881e-15 -8.497733278933640781e-07 -1.884344545880304633e-06 -6.647371015654486769e-06 -8.486444663276865096e-06 -1.083423524754214770e-05 -1.388924877110046227e-05 -1.805195845382649502e-05
5.306326507000000241e-03 7.053883464282790067e-15 -8.669311480260899151e-07 -1.922222415520935945e-06 -6.782648788545880998e-06 -8.658815243313273789e-06 -1.105323335591864819e-05 -1.416859112018119066e-05 -1.841337103396316796e-05
5.336305751999999986e-03 7.183138200844760116e-15 -8.843645404166823642e-07 -1.960762692377007285e-06 -6.920462361843496803e-06 -8.834382488145270881e-06 -1.127625415015397942e-05 -1.445310958099311243e-05 -1.878148698688040234e-05
5.366284998000000160e-03 7.314627228493699293e-15 -9.020825032064649845e-07 -1.999987287084350144e-06 -7.060849678646374458e-06 -9.013195152339959789e-06 -1.150336690369046373e-05 -1.474289681312764966e-05 -1.915642152463049896e-05
5.396264244000000335e-03 7.448386574466859551e-15 -9.200947601592781243e-07 -2.039918884882573225e-06 -7.203849096547205908e-06 -9.195303312939915214e-06 -1.173464269910468167e-05 -1.503804624619318714e-05 -1.953828991800782218e-05
5.426243489999999642e-03 7.584452803437679812e-15 -9.384116550384645254e-07 -2.080580741883849606e-06 -7.349499542819669475e-06 -9.380758445929472086e-06 -1.197015432747804358e-05 -1.533865204104785840e-05 -1.992720721619090969e-05
5.456222735999999816e-03 7.722863020283710350e-15 -9.570440588220601416e-07 -2.121996495777194936e-06 -7.497840693659292055e-06 -9.569613510442882102e-06 -1.220997621750067059e-05 -1.564480908259343830e-05 -2.032328813733813507e-05
5.486201981000000429e-03 7.863654872471449747e-15 -9.760033009759534374e-07 -2.164190006735003867e-06 -7.648913192074989671e-06 -9.761923066501286913e-06 -1.245418443053146973e-05 -1.595661305222328906e-05 -2.072664722730851926e-05
5.516181226999999736e-03 8.006866576121419919e-15 -9.953011153322884246e-07 -2.207185223857406655e-06 -7.802758889394870154e-06 -9.957743416310005924e-06 -1.270285671053505107e-05 -1.627416057773338527e-05 -2.113739929839256933e-05
5.546160472999999910e-03 8.152536895112829500e-15 -1.014949571606346786e-06 -2.251006037051712958e-06 -7.959420998165681887e-06 -1.015713263835216638e-05 -1.295607242708656122e-05 -1.659754926525466151e-05 -2.155565990363465220e-05
5.576139719000000085e-03 8.300705167149330445e-15 -1.034960991280628890e-06 -2.295676131846268309e-06 -8.118944249833253622e-06 -1.036015064589804968e-05 -1.321391258656129013e-05 -1.692687783539965370e-05 -2.198154613792459948e-05
5.606118965000000259e-03 8.451411306545189546e-15 -1.055347839829979507e-06 -2.341218829897381575e-06 -8.281374997212912598e-06 -1.056685920273277373e-05 -1.347645983287864383e-05 -1.726224625282999164e-05 -2.241517759299333857e-05
5.636098210000000004e-03 8.604695806593559318e-15 -1.076122612094269502e-06 -2.387656934227606941e-06 -8.446761299927358426e-06 -1.077732194612835674e-05 -1.374379850027028618e-05 -1.760375591086618295e-05 -2.285667746854823620e-05
5.666077456000000179e-03 8.760599767711460523e-15 -1.097297729319845338e-06 -2.435012598458682468e-06 -8.615153016711998892e-06 -1.099160444163442625e-05 -1.401601473779042121e-05 -1.795150988279682004e-05 -2.330617372686418995e-05
5.696056702000000353e-03 8.919164874454380678e-15 -1.118885447083659363e-06 -2.483307204686955885e-06 -8.786601808818092867e-06 -1.120977413974466406e-05 -1.429319652140705628e-05 -1.830561300830430959e-05 -2.376379983906878602e-05
5.726035947999999660e-03 9.080433423655070344e-15 -1.140897788196400022e-06 -2.532561285319866922e-06 -8.961161163400407407e-06 -1.143190036741153682e-05 -1.457543370294916638e-05 -1.866617202843310814e-05 -2.422969526339259526e-05
5.756015193999999835e-03 9.244448327213139876e-15 -1.163346486154259956e-06 -2.582794467308245043e-06 -9.138886371674040526e-06 -1.165805427031799539e-05 -1.486281797207102858e-05 -1.903329564117761785e-05 -2.470400540695487512e-05
5.785994438999999580e-03 9.411253114428039820e-15 -1.186242936379201056e-06 -2.634025444832344628e-06 -9.319834508845652638e-06 -1.188830876719689312e-05 -1.515544279508628058e-05 -1.940709457665744145e-05 -2.518688118924077975e-05
